;meta[language=en]
; id      |key(hex)|key(str)| text
   1207204|21418195||Phantom of the Amphitheater
   1207210|023c8090||Belgaard Manor
   1207209|563b9734||The Scarlet Cardinal Inn
   1207208|0039242a||Zorg
   1207251|d2fe1dc6||21st Day of Service<br>So diddling bored. There’s really sod all to do here. A quick morning round’s enough to water all the plants. Flower bed in front of the embassy doesn’t demand much care, either. And so it goes, day after day. Maybe tonight I’ll take a jaunt to San Sebastian. Play a hand of gwent.<br><br>22nd Day of Service<br>Bloede gwent. Lost a whole month’s wages. Next month’s, too. Racked up debts with that Graybill Pellegrin. Heard he doesn’t let such things slide. Got to scrounge up a few florens somehow, or this might end badly for me.<br><br>24th Day of Service<br>Overheard the ambassador give instructions to his secretary. In the coming days, they’ll send a transport carrying wine bought for the imperial court, along with some “unused operational wherewithal.” My guess – they mean a sack stuffed with florens! Information like that could be worth a fortune to a lad from the right part of town…<br><br>27th Day of Service<br>Graybill Pellegrin slaughtered the caravan’s guards, snatched all its cargo. Had the gall to deliver a pouch of coin to me at the embassy. Said it was my share. I spit on his coin, but I’m afraid I’ll need it, soon enough… I hid what he gave me in a safe place. Ever since Old Ralph died, no one buys wooden planters anymore, so his workshop’s the perfect hiding spot.<br><br>29th Day of Service<br>Graybill told me to keep my ears open at the embassy, find out when they’ll have another caravan to grab. As if as an afterthought, he added the guard commander would be quite shocked to learn about my role in the previous hijacking… I stole the next convoy’s route from the secretary’s office. It’s the price I must pay for my idiot idea of going in cahoots with Graybill Pellegrin.<br><br>31st Day of Service<br>The transport’s set off. This time it’s escorted by Arnold aep Bluhm – commander of the embassy guard. Graybill’s men don’t know they’re in for - a fight against elite soldiers. When he finds out… Then it’s time to get out of here. Coin I set aside should be enough to start afresh, somewhere far, far away. Maecht seems like a good direction.
   1207250|15d87406||Journal kept by Quayle, a gardener
   1207255|79ad0d3a||Rivecalme
   1207252|8d5e050d||Gardener’s key
   1207257|316e2f82||Orders on bloody parchment
   1207256|9a5e2fca||To Peter Crooked Nosehook:<br><br>You’ve got until dawn to gather and equip your units. You’ll strike in two groups to break the opposition faster. The lads won’t defend long and Fox Hollow has no garrison to defend it, so you’re in for some good fun. Don’t kill them all at once. Send a few alive to me here, at Tulasens.<br>Load up all the loot on wagons and, once you’ve taken out the defenders, send runners and I’ll send men to help you transport the goods. And check what the deal is with those pots said to grow straight out of the ground in Fox Hollow. Perhaps there truly is some business for us there?<br><br>Loth<br><br>P.S. If any chef or baker or anyone who knows his way around a pot crosses your path, don’t kill him, just bind him and send him straight to me.
   1207235|98a9572b||[illegible] ...then the Eldest of the Aen Seidhe ends the speech in which he tells of the dead’s deeds. The body, covered in a shroud, is then placed on a pyre made of alder wood. Next, a further layer of wood is placed on top. When the pyre is finished, the mourners gather around and form a circle. The Eldest of the Aen Seidhe places a torch to the pyre, then five members of the dead’s family each do the same. The fire is fed throughout the night, until the first glimmers of dawn. The mourners then part and go to their homes, only to return... [illegible] Then the remains of the pyre are raked and bone fragments are sought out among the ashes. The Eldest places the bones in an urn previously filled with ash from the pyre. The urn is then sealed and placed in the family’s chamber in the burial grounds. Then the mourners go to...[illegible]
   1207236|316e2f81||Scroll from Crevan Carn
   1207071|2f979dcb||Experience gain bonus applied.
   1207075|1c062547||Maximum bomb and potion charge bonus already reached.
   1207074|e3d2e9fc||Bombs and potions have gained an additional charge.
   1207073|c983b0fa||Bonus to Roach's Stamina has been applied.
   1207072|f75fa888||Vitality bonus applied.
   1207079|e16c8a0d||Golden egg. Hard-boiled. Very.
   1207078|00000000||Welcome to the Corvo Bianco garden!<br><br>Here you will find the plants you need to create dyes to change the color of gear in witcher sets.<br><br>Any plants you pick will grow back after a certain time.
   1207077|00000000||Corvo Bianco - Garden
   1207076|8aebba23||No bombs or potions to give an extra charge to.
   1207126|6986c6b5||A few minutes later…
   1207131|a1f1d328||Pheasant
   1207111|f0e07f48||Iron Borg
   1207163|47fff475||Loth Halfbreed
   1207162|b33ac90d||[most entries cannot be deciphered, some pages are smeared with grease and ink blots]<br><br>Day 143<br>Now that’s what they call popularity. They’ve been coming in droves lately to join our hanse – in fact, I’ve had to start turning some away! Sadly, most of the newcomers are dung-booted jelly diddlers – send that lot to demand coin from a caravan, and even the horses would soil themselves laughing. That’s why I’ve put Carlo in charge of drilling the new recruits. He’s pitched camp to the south of Lynx Crag – that rock where the witch lives. I despise such old wenches like plaguey vapors and would gladly fix up a pyre for her, but after what happened at the Cutterin Estate… Bet my own danglies that was her doing, so we’d best leave her be.<br><br>Day 167<br>It’s decided. Within two sundowns, everyone’s going to be talking about my band’s ride through Fox Hollow. My lads deserve some fun – and there are plenty of men to gut and wenches to diddle there, so we’re in for quite a ball. Rumor going around claims clay pots grow from the ground in those parts. If it’s true, perhaps I’ll gather up a gaggle of those peasants, put them to work digging up that pottery and we’ll open up shop. Every organization’s got to stay nimble and agile these days. So we’ll pivot, instead of slaughtering merchants and knights – we’ll sell teapots!<br><br><br>Day 182<br>Felt like my spirit was trying to crawl out my bum, that’s how badly our kitchen crew botched our last batch of vittles. When knights errant attacked us after that, not a man among us was strong enough to hold a sword. We’ve got to get our hands on a real cook – only thing more dangerous than an imbecile with a sword is an imbecile in charge of a cooking pot. Perhaps a quick raid of the Cockatrice? Fishermen’s chowder would be a pleasant change after all this stew de dog-doo-doo!
   1207161|6791985f||Loth’s diary
   1207160|4ba7378f||Hare Mask
   1207166|4b5c4e7e||Slyzards
   1206931|1fc109bd||Horm Akerspaark of Maecht's coat of arms
   1206930|27a5ee24||Prince Anséis of Lyria and Rivia's coat of arms
   1206929|a37589af||Tailles of Dorndal's coat of arms
   1206928|2c42bb5c||Delwyn of Creig's coat of arms
   1206934|d8e6cabb||Ravix of Fourhorn's coat of arms
   1206933|3163ab50||Geralt of Rivia's coat of arms
   1206932|3255fbec||Guillaume de Launfal's coat of arms
   1206939|fa0df9df||Key to the Tufo cellar
   1206938|cd7ddd87||I’d always enjoyed practicing my craft. Killing came as naturally to me as blowing my nose. They raised me to be a knight, and being a brigand’s not much different. First, blood and swords, then wine and harlots to wash the worries away. But ever since that horrid night… everything has changed. My dreams are filled with nightmares in which I relive those events, step by step…<br><br>We took the estate by storm and pulled Maximus Macrinus out of his bedding, still in his nighties. Yet we had to put off dealing with him and first see to his family. Those were our orders, like it or not, but… it’s one thing to impale some corpulent cow-diddler with a wine-stained mustache and quite another to string up a snot-nosed runt. He squealed like a little girl when the lads threw the noose around his neck. Macrinus tried to buy us off – even showed me the candlestick lever that opens the hidden vault where he hides his family treasures, but Filibert’s orders were clear.<br><br>Next up was Maximus’ wife… the lads spent a long time having their way with her and making Maximus watch. Too long. I didn’t know the harlotsbrood and haven’t a clue what he did to Filibert to make him wish such a fate on him and his family, but… That was too much for me. Only once his whole clan was swinging did we turn our attention to Macrinus. We stuck him with hot pokers, cut off his ears, then slit his gut… and he… throughout all this horror he didn’t scream once. Only groaned under his breath. When it came time for him to die, in a puddle of his own excrement, under the tree where we’d hanged his wife and son… he looked me in the eyes and whispered, “Vengeance will be mine! In this life, or the next!” Those were his last words. Dark clouds filled the sky in that instant, and a harsh gale sprung up… Then I gave the order to move out.<br><br>I remember perfectly how, when I reported this back to Filibert, he was all smiles. Happy as a clam. Didn’t even harangue me for not looting the manor. It was clear he cared about one thing, and one thing only: Macrinus’ death.<br><br>Yet news of the treasure we left at Casteldaccia quickly spread around Mont Crane and a few lads from our hanse are fixing to head over there to see what they can find. I’ll join them. I’ll bury the remains still lying there, in the yard – maybe then their spirits will know peace. Maybe I’ll wipe away at least some of my sins. Maybe at last I’ll be able to sleep soundly.
   1206937|967e1fa5||Notes by a vandaguilder from Filibert's hanse
   1206915|00000000||Blood and Wine
   1206913|00000000||Congratulations! You can now begin your adventure with the <font color="#CD7D03">Blood and Wine</font> expansion!<br><br>Your currently tracked quest has been changed to the first quest of the <font color="#CD7D03">Blood and Wine</font> expansion, yet we only recommend starting it if your character level is at least 34.<br><br>Have fun and good luck on the Path!
   1206912|00000000||Blood and Wine
   1206916|00000000||Welcome to the <font color="#CD7D03">Blood and Wine</font> expansion!<br><br>Your currently tracked quest has been changed to the first quest of the <font color="#CD7D03">Blood and Wine</font> expansion, yet we only recommend starting it if your character level is at least 34.<br><br>Have fun and good luck on the Path!
   1206923|3a4aa4c4||Llinos of Metinna's coat of arms
   1206922|fb92b886||Rainfarn of Attre's coat of arms
   1206921|61be54b1||Rainfarn of Attre's tent
   1206927|6d3acaf5||Donimir of Troy's coat of arms
   1206926|30e09b7f||Baron Palmerin of Launfal's coat of arms
   1206924|2a5089b0||Guy de Bois-Fresnes' coat of arms
   1206947|00000000||Corvo Bianco - Greenhouse
   1206946|dc7f5750||Duchess' Leopard
   1206948|00000000||Welcome to the Corvo Bianco greenhouse.<br><br>Here you will find the herbs you need to create mutagens or change their colors.<br><br>Any herbs you pick will grow back after a certain time.
   1207018|f1f0d564||Black Knight
   1206786|00000000||Advanced mutations, distinguished by their yellow color, require multiple types of mutagens, but allow you to use any Abilities from the <font color="#CD7D03">Combat</font>, <font color="#CD7D03">Signs</font> or <font color="#CD7D03">Alchemy</font> groups.
   1206785|00000000||Advanced Mutations
   1206784|00000000||The color of the Ability you activate in the extra slot must <font color="#CD7D03">match</font> the color of the active mutation.
   1206867|445f4812||Statuette of a winged humanoid
   1206866|66e3d97a||Dear Diary,<br>It’s been three weeks since Lady Orianna took me off the street. At last I've something to eat and drink and play with other children every day. It’s even better than at home, for at home there rarely was anything to eat and when mummy died, there was never anything at all.<br><br>Today I played with Miri and Tomm – first we played Duck, duck, goose, then hide and seek, then pick-a-stick. Then we played tag. I had a lot of fun! Then a cart from Lady Orianna came and there was lots of food. There were sweet rolls, fruit and cake, and many other tasty things. Lady Orianna is the best!<br><br>Lady Orianna visited us early in the morning. First she talked with us, then she sang to us, and then she took Johnny to the other room. We were all jealous of him. When he came back, he was a little pale and had small red marks on his neck, but he also had a huuuge bag of chocolates! Miri says sometimes Lady Orianna takes a child and does something to them, I didn’t really understand what, but then they get a gift from her. I hope next time she takes me!<br><br>Today’s rainy and I’m really bored. Tomm said I’m stupid, but I don’t believe him because he's stupid, too. Maybe Lady Orianna will come tomorrow and I’ll get a gift from her. That will show him!<br><br>She chose me! Lady Orianna came and chose me! I went to the other room with her, she told me to show her my neck, and then she kind of bit me. It didn’t really hurt, I just felt dizzy later. But that’s not important because she gave me a wooden sword! Nobody has one like that! Tomm will be so jealous!
   1206865|821137d2||Diary
   1206864|45d9042e||Blathe - Feainn Expenses<br><br>14 ells of cloth: 80 crowns<br>shoes (dragon skin): 140 crowns<br>racing saddle: 280 crowns<br>magic cream: 1400 crowns (total)
   1206871|9ff17a9b||Strange jewelry
   1206870|794c4c5d||Strange copper tablet
   1206869|7c688a63||Strange apparatus
   1206868|3add5990||Ancient coins
   1206873|90cf570e||Gharasham tribe sword
   1206872|90c9f86e||Strange skull
   1206851|a96121e5||The lads took me in, let me join the band. Must say, not really sure my jib’s the right cut for this racket. Never been a jelly-kneed milksop, mind, but one look at this lot and I near soiled my hose. Why, just the other day they picked up this chap in the woods who was out gathering mushrooms, all bright eyes and innocence. After an hour of our lads having their “fun” with the fellow, he was begging to be sent to his makers. Soon as he said as much, Fourfingers pointed his remaining digits straight at me. I wasn’t surprised -- being new and all, it was only natural I had to prove my chops – but nor was I exactly eager. But what could I do? Hold my nose and slit the boy’s throat, that’s what.<br><br>Ugh, I can still feel the sickly warmth of his blood on my hands, no matter how much emulsion I use. Don’t get me wrong, I’d killed before – but always in self-defense, or at least in circumstances which a generous mind or a shrewd barrister could cast in that mold. But no barrister will do me any good if the lads find out my stomach curdled when I did the deed. Then it’s out of the club with me, and that’s the best case scenario, if Filibert’s in a lenient mood. Otherwise… why, I don’t even want to think about it.
   1206850|38dd1887||Notebook with wooden cover
   1206849|1b6ff494||Picnicker
   1206855|3e45d4a6||Profits and Losses for the Month of Blathe<br><br>Day Three<br>Flying reptilians nest in the hills of the Champs-Désolés. They’ve taken to eating our men. Most recently they snatched up Gilbert, plucked him right off the wall. Gilbert was usually quite alert, but every man drops his guard a bit when emptying his water. Filibert’s furious. The cost of schooling a fresh-faced recruit into a functional member of our group is not inconsiderable. To have that cost turned into monster droppings – that’s regrettable waste.<br>Day Seven<br>We ambushed a caravan of merchants trekking from eastern Toussaint. They had no guards and put up no resistance, yet still we made virtually no profit – the shoddy rags they carried could only interest bare-bummed Skellige wildmen, and none of our group plans to voyage in that direction. Filibert grew furious yet again and killed one of the merchants, a man named Lumierex. The rest set off back east.<br>Day Eleven<br>Our scouts tracked down three men sneaking through the woods. They were all dressed as beggars and claimed to be such. We weren’t fooled. After a bit of rough play, they were revealed to be jewelers carrying gold from the mines of Maecht. Unrefined ore only, but of promising grade. Filibert ordered the jewelers killed. He hates liars with a passion.<br>Day Seventeen<br>An expedition from the Imperial Academy at Castel Graupian’s pitched tent on the other side of the Sansretour. Scholars are not known to suffer from excess wealth, yet these have capacious tents and ample amounts of alcohol. Thus their fate was sealed. Filibert sent a few men their way.<br>Day Twenty-Three<br>It’s been almost two weeks since anything of interest came along the high road. Meanwhile, knights errant have caught more of our lads. Two died, one was merely wounded and escaped. We lost equipment worth a great many crowns. Filibert ordered the wounded man flogged for carelessness. His weary body couldn’t take it and he died.<br>Day Twenty-Four<br>Our luck has turned. We caught a vintner’s caravan returning from the South. They had sold their goods and were carrying a great deal of coin. Preliminary calculations estimate takings of around four hundred crowns for each of us. Filibert has yet to decide if we will divide it equally.<br>Day Twenty-Eight<br>The unit sent to Basane Farm never returned with supplies. The vittles situation is tight. Man cannot live on alcohol alone, nor has anyone yet found a way to eat gold. We must plunder a few villages.<br>Day Thirty<br>I shall now perform a final accounting of the month of Blathe. We are in the black – and how. It seems we shall stay in this area another month.
   1206854|3a91f126||Notes by the First Bailiff to the Hanse of Filibert Fourfingers
   1206859|b01e100b||Note from the tourney scribe.
   1206861|18623ce1||The International Knights’ Tourney under the patronage of Lady Vivienne de Tabris, 1275<br><br> Participants registered and qualified to take part in the contest:<br><br>Gregoire de Gorgon, winner of last year’s tourney. He shall not participate in the general competition, but shall fight in the final bout against the knight who earns the most points. (All signs seem to indicate Gregoire will defend his title.)<br><br>Anséis, Prince of Lyria and Rivia, joining us for the third time in a row<br><br>Horm Akerspaark, Prince of Maecht, rumored to be of the Emperor Emhyr’s blood, here for his fourth tourney<br><br>Baron Palmerin de Launfal, his sixth time in the tourney<br><br>Donimir of Troy, a Redanian knight, his first time in the tourney<br><br>Rainfarn of Attre, for the seventh time in the tourney, victor of the 1269 edition<br><br>Guy de Bois-Fresnes of Metinna (a second cousin of Reynart de Bois-Fresnes, one of Her Grace’s knights errant), third time in the tourney<br><br>Delwyn of Creigiau, a young knight, in the tourney for the first time<br><br>Tailles of Dorndal, a knight of the Order of the Flaming Rose, first time in the tourney<br><br>Llinos of Metinna, third time in the tourney<br><br>Guillaume de Launfal (Baron Palmerin’s nephew), first time in the tourney. [later addendum] Due to injury, Guillaume has transferred his place in the tourney to another knight.
   1206860|2fef6211||[PL] Notatka z listą uczestników turnieju
   1206896|2b5520a9||(...) In recent decades, many of us have come to believe that a much more effective way of obtaining good quality human blood than hunting individuals is their systematic, controlled husbandry. Apart from the obvious advantages, such as being able to control what the flock eats and the ability to crossbreed specific individuals to obtain offspring with the best hemoglobin, another clear advantage to breeding human flocks is that domesticated humans held in confinement, as opposed to those in their natural habitat (i.e. "villages" and "towns"), become less aggressive, and therefore less troublesome.<br><br>When it comes to farming humans, there are various schools, of which two seem to have gained the widest acceptance in recent times - namely battery-cage and free-range husbandry. This thesis describes in detail the advantages and disadvantages as well as the methods of carrying out each type of breeding. As an introduction, it is worth mentioning the basic differences between both types.<br><br>Battery-cage human husbandry (described very accurately and in detail in the book <i>Human Husbandry</i>) is the placing of several male and female individuals in a closed, restricted space, with permanent access to air, food and water. This form of breeding differs from free range in that the flock is not permitted to leave the breeding area and is held captive the entirety of their lives.<br><br>Free-range, on the other hand, involves leaving the flock in its natural habitat or creating a habitat that simulates it closely (i.e. creating villages, more on which can be found in the chapter - Human Villages: Establishing and Growing a Herd), and then making the herd psychologically or physically dependent on its owner. The most effective method for making a human individual dependent is guaranteeing it safety and permanent access to high quality feed. It is worth adding that a human that trusts its owner does not feel fear and does not defend itself when having its blood drunk, which limits the production of noradrenaline and cortisol, which have a negative impact on the taste of the blood. Furthermore, it may happen that a domesticated free-range human may feel a certain pleasure when its owner drinks its blood (most likely associated with sexual tension), which causes an intensification in the blood's flavor.
   1206907|e62855c0||Hill with a view of Corvo Bianco
   1206911|00000000||Welcome to the <font color="#CD7D03">Blood and Wine</font> expansion!<br><br>In this mode, all the quests of the main storyline are still available to you. To begin playing quests from <font color="#CD7D03">Blood and Wine</font>, you must first complete the <font color="#CD7D03">A Poet Under Pressure</font> quest.
   1206910|00000000||Blood and Wine
   1206909|00000000||Welcome to the <font color="#CD7D03">Blood and Wine</font> expansion!<br><br>In this mode, all the quests of the main storyline have been set as completed. As a result, your character has been duly leveled up and is ready for the new adventures that await you in <font color="#CD7D03">Blood and Wine</font>.<br>Though core storyline quests are not available in this mode, you can still pursue and complete the main game's many side quests and monster hunts.
   1206908|00000000||Blood and Wine
   1206887|0613671f||Kenneth
   1206895|c09e5792||Trentin
   1206659|10a43f04||Advertising leaflet
   1206658|46d4f6c5||An aged lady’s hair is an attribute, a lure for men and her most vital decoration. That is why a key issue for hairdressers is how to look after this type of hair and also how to deal with that other eternal dilemma, split ends!<br>Unfortunately, in today’s world in which the magic potions of sorceresses reign, we have forgotten about traditional folk remedies. That's why here I shall put in writing a recipe for a conditioning balsam given to me by Patrice Ludovic, my grandfather and ducal hairdresser at the court of Carolina Roberta.<br><br>- One tablespoon of beeswax (make sure it is clear, uncontaminated with bee glue)<br>- Five tablespoons of extra virgin olive oil<br>- Five tablespoons of rapeseed oil<br>- Four and a half tablespoons of almond oil<br>- Six tablespoons, for a change, of castor oil,<br>- Four tablespoons of grapeseed oil (preferably from Castel Ravello vines, but Coronata will also do)<br><br>Then melt the whole mixture and when it reaches a temperature beyond that of boiling water, add essential oils according to preference (the best is lemon to emphasize the freshness of the scent). At the end, add a drop of sunflower oil and voilà! The balsam is ready!
   1206657|fc94a02d||Section of Jean Louis Ludovic's notes on hairdressing treatments.
   1206656|2bcfb7a7||Hair balsam formula
   1206663|c2046348||Letter with a poem commissioned by Beau Duvall.
   1206662|118b610e||Letter from John of Blackforest
   1206661|436f8188||Ladies and Grandes Dames – Are You Ready for the New Season?<br><br>ONLY HERE!<br><br>The latest hairstyles from the North, at reasonable prices!<br>- avant-garde streaks and highlights<br>- symmetrical and asymmetrical bobs<br>- evening styles, including the “Her Illustrious Highness”!<br>- old elven hair straightening treatments<br>- permanent wave (truly, it is permanent!)<br><br>Trust your scalp to the master, Jean-Louis Ludovic
   1206660|587c673e||Advertising leaflet. Smells freshly-printed.
   1206664|d0be15be||To the Right Honorable Sir Duvall,<br><br>In accordance with our agreement, I deliver to you a poem extolling the beauty of your beloved - the noble Vivienne de Tabris. I hereby waive all rights to the authorship of said poem in settlement for the initially agreed amount that shall be deposited in my account at the Cianfanelli Bank.<br><br><i>O, call not me to justify the wrong<br>That thy unkindness lays upon my heart,<br>Wound me not with thine eye but with thy tongue<br>Use power with power, and slay me not by art.<br>Tell me thou lov’st elsewhere, but in my sight,<br>Dear heart, forbear to glance thine eye aside.<br>What need’st thou wound with cunning when thy might<br>Is more than my o’erpressed defense can bide?<br>Let me excuse thee: ah, my love well knows<br>Her pretty looks have been mine enemies,<br>And therefore from my face she turns my foes,<br>That they elsewhere might dart their injuries - <br>Yet do not so, but since I am near slain,<br>Kill me outright with looks and rid my pain.</i><br><br>With expressions of deep respect and commending myself to you for the future,<br><br>John of Blackforest.
   1206719|16816aa3||Some halfbrains have been wandering around near Mont Crane. They call themselves knights errant, but I call them swill-slurping miscreants. No idea what they’re looking for here, no windmills around for them to charge, but those addled anklebiters dream up mad ideas no normal man would ever contemplate. No matter what they’re up to, they’re to stop it. The best way to take care of a knight errant is to cut off his head. If anyone brings me such a head, he can count on a plump pouch of coins. As you know, Filibert Fourfingers makes no idle promises. I can be harsh, but I can also be generous. <br><br>Filibert
   1206691|6dc9f399||Sure Savings for Unsure Times
   1206695|33cb6a09||Amadeus Cianfanelli was born to a family of humble traders, but, thanks to hard work and innate entrepreneurial talent, by the age of fifty he had already established a flourishing bank. It soon became clear, however, that for the ambitious Amadeus, this was just the beginning. He quickly expanded the business, establishing Cianfanelli Bank branches in Kovir and Nazair and even sending a representative to Zerrikania. He became known for treating each and every customer as an old friend and cared deeply about what became of others’ coin. He thus created a wide range of banking products to better allow him to look after the property of an increasingly greater number of customers. He coined the phrase that up until today has served Cianfanelli as an advertising slogan and motto: “We look after your coin as if it were our own.”
   1206694|472749e3||The Lives of Famous Bankers: Amadeus Cianfanelli
   1206692|7bfc6213||Worried about your coin?<br>Or a war in the North?<br>Or perhaps you just wish to profit without risk?<br><br>Choose the “Happy Percentage” savings account - *Guaranteed rate of return on deposits of a minimum of three thousand crowns<br><br><i>*For detailed information, refer to Annex 37, available at any branch.</i>
   1206698|7db13ab2||Times are tough, coin’s tight and to make matters worse, there are thieves ready to pounce on even a moment of inattention. Luckily, the Cianfanelli Bank has a solution for you!<br><br>Put your trust in one of our safe deposit boxes, which are secured not only against normal break-in methods, but also against magic and telepathy!<br><br>Don't tarry, come, safeguard your valuables with us today!
   1206697|6dc9f39a||Cianfanelli's Safe Deposit Boxes
   1206696|8eff721d||Book describing the life and deeds of Amadeus Cianfanelli.
   1206746|8bd9fc9e||Beledal: The True Story of a Poultry-Raising Genius<br><br>Malcolm Beledal came into this world in a small village to the north of Beauclair. He expressed great interest in all kinds of farming from his earliest years. He began by growing beets and onions, but soon grew bored of them, for vegetables were too inert for his energetic disposition. He then switched tracks and tried farming his friends. He locked them in an old shed and fed them hay for a week. The boys laughed at first, but soon became angry with him. Ultimately, they managed to scratch a hole in the shed’s thatch and climb out. Little Beledal’s hyperactivity finally proved useful to him then, for he had to run quite a long time before his friends finally gave up the chase. This adventure taught him an important lesson: friends make poor farm animals.<br><br>As vegetables and friends were out of question, Beledal decided to focus on animals. He started farming ants. He took a huge ant colony, put it in a bucket and placed the bucket on a window sill. Tragically, Beledal forgot it was the middle of summer and sun pounded down relentlessly. The very next morning, all the ants were roasted. Beledal ate them up, then decided to try farming bigger animals next time.<br><br>He began raising a pig, but soon took a liking to her. He named her Betsy and walked her every day. One evening, while scoffing down a braised pork knuckle, he learned it had belonged to Betsy. Oh, what torment that was for young Beledal! Desperate, he even tried to take his own life. However, after several years passed, Beledal decided to give his passion for farming one more chance. He raised a flock of chickens. They were much livelier than vegetables, considerably bigger than ants and not as intelligent as pigs. Beledal’s passion bloomed as never before. Over the years, he developed his farm so much that he became a legend.
   1206745|00000000||Press <<GUI_Mutations_Open>> to open the <font color="#CD7D03">Mutations Panel</font>.
   1206744|00000000||Mutations
   1206721|0d5a2830||The Great Kalesti
   1206720|c645d109||Filibert's orders
   1206727|00000000||Mutations
   1206726|fc4e9708||<br> Palmerin <br><br> Tailles <br><br> Anséis <br><br> Donimir <br><br> Rainfarn <br><br> Horm <br><br> Guy <br><br> Delwyn <br><br> Llinos <br> <br> <br> <br> <br> <br> <br> <br>
   1206729|00000000||You've unlocked the mutations system!<br><br>Mutations let you gain new capabilities, increasing your advantage over normal men and giving you an added edge in killing monsters.<br><br>To learn more, open the <font color="#CD7D03">Character Panel</font>.
   1206728|00000000||Mutations
   1206771|00000000||Strengthened Synapses
   1206770|00000000||A mutation has been researched!<br>Press <<GUI_Mutations_Equip>> to activate it.
   1206769|00000000||Activating Mutations
   1206768|00000000||Only one mutation can be active at any given time.
   1206775|00000000||Active Mutation
   1206774|00000000||Press <<GUI_Mutations_Close>> to return to the <font color="#CD7D03">Character Panel</font>.
   1206773|00000000||Close Panel
   1206772|00000000||The <font color="#CD7D03">Strengthened Synapses</font> mutation improves automatically when you develop other mutations. As it does, it unlocks <font color="#CD7D03">additional Ability slots</font>.
   1206779|00000000||Strengthened Synapses
   1206778|00000000||If you have a mutation currently active, you cannot use mutagens to gain stat bonuses.
   1206777|00000000||Mutagens
   1206776|00000000||To see what mutation is currently active, open the <font color="#CD7D03"> Mutation Panel</font> or the <font color="#CD7D03">Character Panel</font>.
   1206783|00000000||Extra Slot
   1206782|00000000||Thanks to the <font color="#CD7D03">Strengthened Synapses</font> mutation, you have an extra Ability slot at your disposal.
   1206781|00000000||Extra Slot
   1206780|00000000||Congratulations!<br>The <font color="#CD7D03">Strengthened Synapses</font> mutation has advanced to the next level!
   1206763|00000000||Advanced Mutations
   1206767|00000000||Activating Mutations
   1206766|00000000||To develop advanced mutations, you must first develop other, more basic ones. Information about this can be found in the mutation's description.
   1206765|00000000||Required Mutations
   1206764|00000000||Choose one of the advanced mutations.
   1206546|ae2533f2||Formula: Greater mutagen transmutator - blue to green
   1206545|b6a88d40||Formula: Greater mutagen transmutator - blue to red
   1206544|8471a7d0||Formula: Greater mutagen transmutator - green to blue
   1206531|60c9929d||Formula: Lesser mutagen transmutator - green to red
   1206530|51574141||Formula: Lesser mutagen transmutator - red to green
   1206529|13217e5c||Formula: Lesser mutagen transmutator - red to blue
   1206528|6a73e56a||Monster wing
   1206535|2ede35a3||Formula: Mutagen transmutator - red to blue
   1206534|e21523f0||Formula: Lesser mutagen transmutator - blue to green
   1206533|6d3064be||Formula: Lesser mutagen transmutator - blue to red
   1206532|b86197ce||Formula: Lesser mutagen transmutator - green to blue
   1206539|88ed1c05||Formula: Mutagen transmutator - blue to red
   1206538|d7cd9955||Formula: Mutagen transmutator - green to blue
   1206537|bca3c436||Formula: Mutagen transmutator - green to red
   1206536|ad3172da||Formula: Mutagen transmutator - red to green
   1206543|46567a5b||Formula: Greater mutagen transmutator - green to red
   1206542|36e428ff||Formula: Greater mutagen transmutator - red to green
   1206541|5c99a6de||Formula: Greater mutagen transmutator - red to blue
   1206540|01812577||Formula: Mutagen transmutator - blue to green
   1206576|70fca438||Each of Strengthened Synapses' $S$ Stages unlocks an additional Ability slot in the Character Panel. Abilities activated in these slots must match the color of the currently active mutation. Research more mutations to advance Strengthened Synapses to the next stage.
   1206567|a8485303||Silver spoon
   1206566|78b45451||Metal spoon
   1206565|af715c0c||Wooden spoon
   1206571|60c20d8f||Polished spoon
   1206570|7864351c||Bourgeois family's ancestral spoon
   1206569|9dd63601||Tempered spoon
   1206568|2d2c85d6||Gold spoon
   1206575|4c8dec32||Strengthened Synapses
   1206574|a7a9dc77||Feline Set
   1206573|ac4ac909||Griffin Set
   1206572|3eba25a6||Gnawed-on spoon
   1206605|cfbc4af5||Exit Preview
   1206604|1529de5c||Preview Item
   1206643|00000000||Developing Mutations
   1206642|00000000||<font color="#CD7D03">Mutations</font> let you alter the biochemical mechanisms governing Geralt's body. These mutations let Geralt gain new capabilities which normal men could never hope to acquire.
   1206641|00000000||Mutations
   1206640|00000000||Mutations
   1206645|6b838580||Tomas Moreau, professor<br>Ellas k'havani allder aen Dol Naev'de, ellas allder n'corrason. Glorsann a'Aelirenn.
   1206644|00000000||You can develop several different mutations, <font color="#CD7D03">but only one of them can be active at a time</font>.<br><br>To develop a mutation, select it in the <font color="#CD7D03">Mutation Panel</font> and use the <font color="#CD7D03">Research Mutation</font> option. To complete research, you must devote <font color="#CD7D03">Ability Points</font> and <font color="#CD7D03">mutagens</font> of the right color. Once you confirm the research, the needed Ability Points and/or mutagens will be spent.<br><br>More advanced mutations require you to develop the basic ones first – look for information about this in the mutation's description.
